,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
9090,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9091,HDFC Bank,3.8,51.1k,1.5L,3k,330
9092,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9093,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9094,HCLTech,3.4,44.8k,3.8L,4.5k,284
9095,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9096,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9097,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9098,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9099,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9100,Cognizant,3.6,60.2k,6L,6.3k,624
9101,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9102,HDFC Bank,3.8,51.1k,1.5L,3k,330
9103,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9104,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9105,HCLTech,3.4,44.8k,3.8L,4.5k,284
9106,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9107,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9108,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9109,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9110,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9111,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9112,Cognizant,3.6,60.2k,6L,6.3k,624
9113,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9114,HDFC Bank,3.8,51.1k,1.5L,3k,330
9115,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9116,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9117,HCLTech,3.4,44.8k,3.8L,4.5k,284
9118,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9119,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9120,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9121,Jio,4.4,33.1k,62.5k,4.1k,3
9122,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9123,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9124,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9125,Cognizant,3.6,60.2k,6L,6.3k,624
9126,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9127,HDFC Bank,3.8,51.1k,1.5L,3k,330
9128,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9129,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9130,HCLTech,3.4,44.8k,3.8L,4.5k,284
9131,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9132,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9133,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9134,Jio,4.4,33.1k,62.5k,4.1k,3
9135,Axis Bank,3.6,32.5k,1L,1.9k,192
9136,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9137,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9138,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9139,Cognizant,3.6,60.2k,6L,6.3k,624
9140,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9141,HDFC Bank,3.8,51.1k,1.5L,3k,330
9142,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9143,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9144,HCLTech,3.4,44.8k,3.8L,4.5k,284
9145,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9146,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9147,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9148,Jio,4.4,33.1k,62.5k,4.1k,3
9149,Axis Bank,3.6,32.5k,1L,1.9k,192
9150,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9151,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9152,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9153,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9154,Cognizant,3.6,60.2k,6L,6.3k,624
9155,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9156,HDFC Bank,3.8,51.1k,1.5L,3k,330
9157,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9158,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9159,HCLTech,3.4,44.8k,3.8L,4.5k,284
9160,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9161,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9162,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9163,Jio,4.4,33.1k,62.5k,4.1k,3
9164,Axis Bank,3.6,32.5k,1L,1.9k,192
9165,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9166,Amazon,3.9,31k,1.5L,5.8k,1.9k
9167,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9168,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9169,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9170,Cognizant,3.6,60.2k,6L,6.3k,624
9171,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9172,HDFC Bank,3.8,51.1k,1.5L,3k,330
9173,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9174,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9175,HCLTech,3.4,44.8k,3.8L,4.5k,284
9176,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9177,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9178,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9179,Jio,4.4,33.1k,62.5k,4.1k,3
9180,Axis Bank,3.6,32.5k,1L,1.9k,192
9181,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9182,Amazon,3.9,31k,1.5L,5.8k,1.9k
9183,iEnergizer,4.6,27.2k,24k,1.2k,94
9184,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9185,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9186,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9187,Cognizant,3.6,60.2k,6L,6.3k,624
9188,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9189,HDFC Bank,3.8,51.1k,1.5L,3k,330
9190,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9191,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9192,HCLTech,3.4,44.8k,3.8L,4.5k,284
9193,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9194,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9195,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9196,Jio,4.4,33.1k,62.5k,4.1k,3
9197,Axis Bank,3.6,32.5k,1L,1.9k,192
9198,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9199,Amazon,3.9,31k,1.5L,5.8k,1.9k
9200,iEnergizer,4.6,27.2k,24k,1.2k,94
9201,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
9202,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9203,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9204,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9205,Cognizant,3.6,60.2k,6L,6.3k,624
9206,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9207,HDFC Bank,3.8,51.1k,1.5L,3k,330
9208,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9209,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9210,HCLTech,3.4,44.8k,3.8L,4.5k,284
9211,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9212,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9213,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9214,Jio,4.4,33.1k,62.5k,4.1k,3
9215,Axis Bank,3.6,32.5k,1L,1.9k,192
9216,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9217,Amazon,3.9,31k,1.5L,5.8k,1.9k
9218,iEnergizer,4.6,27.2k,24k,1.2k,94
9219,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
9220,LTIMindtree,3.6,26k,1.9L,3.4k,548
9221,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9222,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9223,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9224,Cognizant,3.6,60.2k,6L,6.3k,624
9225,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9226,HDFC Bank,3.8,51.1k,1.5L,3k,330
9227,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9228,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9229,HCLTech,3.4,44.8k,3.8L,4.5k,284
9230,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9231,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9232,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9233,Jio,4.4,33.1k,62.5k,4.1k,3
9234,Axis Bank,3.6,32.5k,1L,1.9k,192
9235,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9236,Amazon,3.9,31k,1.5L,5.8k,1.9k
9237,iEnergizer,4.6,27.2k,24k,1.2k,94
9238,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
9239,LTIMindtree,3.6,26k,1.9L,3.4k,548
9240,IBM,3.9,25.4k,2.1L,2.6k,2k
9241,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9242,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9243,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9244,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9245,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9246,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9247,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9248,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9249,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9250,Cognizant,3.6,60.2k,6L,6.3k,624
9251,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9252,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9253,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9254,Cognizant,3.6,60.2k,6L,6.3k,624
9255,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9256,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9257,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9258,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9259,Cognizant,3.6,60.2k,6L,6.3k,624
9260,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9261,HDFC Bank,3.8,51.1k,1.5L,3k,330
9262,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9263,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9264,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9265,Cognizant,3.6,60.2k,6L,6.3k,624
9266,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9267,HDFC Bank,3.8,51.1k,1.5L,3k,330
9268,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9269,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9270,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9271,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9272,Cognizant,3.6,60.2k,6L,6.3k,624
9273,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9274,HDFC Bank,3.8,51.1k,1.5L,3k,330
9275,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9276,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9277,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9278,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9279,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9280,Cognizant,3.6,60.2k,6L,6.3k,624
9281,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9282,HDFC Bank,3.8,51.1k,1.5L,3k,330
9283,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9284,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9285,HCLTech,3.4,44.8k,3.8L,4.5k,284
9286,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9287,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9288,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9289,Cognizant,3.6,60.2k,6L,6.3k,624
9290,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9291,HDFC Bank,3.8,51.1k,1.5L,3k,330
9292,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9293,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9294,HCLTech,3.4,44.8k,3.8L,4.5k,284
9295,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9296,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9297,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9298,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9299,Cognizant,3.6,60.2k,6L,6.3k,624
9300,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9301,HDFC Bank,3.8,51.1k,1.5L,3k,330
9302,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9303,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9304,HCLTech,3.4,44.8k,3.8L,4.5k,284
9305,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9306,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9307,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9308,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9309,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9310,Cognizant,3.6,60.2k,6L,6.3k,624
9311,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9312,HDFC Bank,3.8,51.1k,1.5L,3k,330
9313,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9314,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9315,HCLTech,3.4,44.8k,3.8L,4.5k,284
9316,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9317,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9318,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9319,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9320,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9321,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9322,Cognizant,3.6,60.2k,6L,6.3k,624
9323,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9324,HDFC Bank,3.8,51.1k,1.5L,3k,330
9325,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9326,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9327,HCLTech,3.4,44.8k,3.8L,4.5k,284
9328,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9329,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9330,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9331,Jio,4.4,33.1k,62.5k,4.1k,3
9332,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9333,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9334,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9335,Cognizant,3.6,60.2k,6L,6.3k,624
9336,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9337,HDFC Bank,3.8,51.1k,1.5L,3k,330
9338,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9339,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9340,HCLTech,3.4,44.8k,3.8L,4.5k,284
9341,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9342,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9343,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9344,Jio,4.4,33.1k,62.5k,4.1k,3
9345,Axis Bank,3.6,32.5k,1L,1.9k,192
9346,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9347,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9348,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9349,Cognizant,3.6,60.2k,6L,6.3k,624
9350,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9351,HDFC Bank,3.8,51.1k,1.5L,3k,330
9352,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9353,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9354,HCLTech,3.4,44.8k,3.8L,4.5k,284
9355,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9356,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9357,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9358,Jio,4.4,33.1k,62.5k,4.1k,3
9359,Axis Bank,3.6,32.5k,1L,1.9k,192
9360,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9361,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9362,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9363,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9364,Cognizant,3.6,60.2k,6L,6.3k,624
9365,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9366,HDFC Bank,3.8,51.1k,1.5L,3k,330
9367,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9368,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9369,HCLTech,3.4,44.8k,3.8L,4.5k,284
9370,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9371,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9372,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9373,Jio,4.4,33.1k,62.5k,4.1k,3
9374,Axis Bank,3.6,32.5k,1L,1.9k,192
9375,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9376,Amazon,3.9,31k,1.5L,5.8k,1.9k
9377,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9378,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9379,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9380,Cognizant,3.6,60.2k,6L,6.3k,624
9381,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9382,HDFC Bank,3.8,51.1k,1.5L,3k,330
9383,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9384,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9385,HCLTech,3.4,44.8k,3.8L,4.5k,284
9386,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9387,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9388,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9389,Jio,4.4,33.1k,62.5k,4.1k,3
9390,Axis Bank,3.6,32.5k,1L,1.9k,192
9391,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9392,Amazon,3.9,31k,1.5L,5.8k,1.9k
9393,iEnergizer,4.6,27.2k,24k,1.2k,94
9394,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9395,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9396,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9397,Cognizant,3.6,60.2k,6L,6.3k,624
9398,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9399,HDFC Bank,3.8,51.1k,1.5L,3k,330
9400,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9401,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9402,HCLTech,3.4,44.8k,3.8L,4.5k,284
9403,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9404,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9405,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9406,Jio,4.4,33.1k,62.5k,4.1k,3
9407,Axis Bank,3.6,32.5k,1L,1.9k,192
9408,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9409,Amazon,3.9,31k,1.5L,5.8k,1.9k
9410,iEnergizer,4.6,27.2k,24k,1.2k,94
9411,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
9412,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9413,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9414,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9415,Cognizant,3.6,60.2k,6L,6.3k,624
9416,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9417,HDFC Bank,3.8,51.1k,1.5L,3k,330
9418,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9419,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9420,HCLTech,3.4,44.8k,3.8L,4.5k,284
9421,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9422,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9423,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9424,Jio,4.4,33.1k,62.5k,4.1k,3
9425,Axis Bank,3.6,32.5k,1L,1.9k,192
9426,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9427,Amazon,3.9,31k,1.5L,5.8k,1.9k
9428,iEnergizer,4.6,27.2k,24k,1.2k,94
9429,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
9430,LTIMindtree,3.6,26k,1.9L,3.4k,548
9431,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9432,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9433,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9434,Cognizant,3.6,60.2k,6L,6.3k,624
9435,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9436,HDFC Bank,3.8,51.1k,1.5L,3k,330
9437,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9438,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9439,HCLTech,3.4,44.8k,3.8L,4.5k,284
9440,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9441,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9442,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9443,Jio,4.4,33.1k,62.5k,4.1k,3
9444,Axis Bank,3.6,32.5k,1L,1.9k,192
9445,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
9446,Amazon,3.9,31k,1.5L,5.8k,1.9k
9447,iEnergizer,4.6,27.2k,24k,1.2k,94
9448,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
9449,LTIMindtree,3.6,26k,1.9L,3.4k,548
9450,IBM,3.9,25.4k,2.1L,2.6k,2k
9451,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9452,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9453,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9454,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9455,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9456,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9457,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9458,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9459,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9460,Cognizant,3.6,60.2k,6L,6.3k,624
9461,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9462,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9463,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9464,Cognizant,3.6,60.2k,6L,6.3k,624
9465,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9466,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9467,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9468,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9469,Cognizant,3.6,60.2k,6L,6.3k,624
9470,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9471,HDFC Bank,3.8,51.1k,1.5L,3k,330
9472,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9473,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9474,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9475,Cognizant,3.6,60.2k,6L,6.3k,624
9476,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9477,HDFC Bank,3.8,51.1k,1.5L,3k,330
9478,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9479,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9480,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9481,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9482,Cognizant,3.6,60.2k,6L,6.3k,624
9483,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9484,HDFC Bank,3.8,51.1k,1.5L,3k,330
9485,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9486,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9487,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9488,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9489,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9490,Cognizant,3.6,60.2k,6L,6.3k,624
9491,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9492,HDFC Bank,3.8,51.1k,1.5L,3k,330
9493,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9494,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9495,HCLTech,3.4,44.8k,3.8L,4.5k,284
9496,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9497,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9498,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9499,Cognizant,3.6,60.2k,6L,6.3k,624
9500,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9501,HDFC Bank,3.8,51.1k,1.5L,3k,330
9502,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9503,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9504,HCLTech,3.4,44.8k,3.8L,4.5k,284
9505,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9506,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9507,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9508,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9509,Cognizant,3.6,60.2k,6L,6.3k,624
9510,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9511,HDFC Bank,3.8,51.1k,1.5L,3k,330
9512,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9513,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9514,HCLTech,3.4,44.8k,3.8L,4.5k,284
9515,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9516,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9517,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9518,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9519,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9520,Cognizant,3.6,60.2k,6L,6.3k,624
9521,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9522,HDFC Bank,3.8,51.1k,1.5L,3k,330
9523,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9524,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9525,HCLTech,3.4,44.8k,3.8L,4.5k,284
9526,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
9527,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
9528,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
9529,TCS,3.3,1.1L,9.8L,11.9k,2.7k
9530,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
9531,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
9532,Cognizant,3.6,60.2k,6L,6.3k,624
9533,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
9534,HDFC Bank,3.8,51.1k,1.5L,3k,330
9535,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
9536,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
9537,HCLTech,3.4,44.8k,3.8L,4.5k,284
9538,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
