,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
461,Mphasis,3.3,10.1k,73.4k,921,74
462,Yes Bank,3.6,10k,43.1k,549,189
463,Tata Steel,4.0,9.8k,34k,1.1k,--
464,Quess,3.8,9.5k,30.9k,536,40
465,Maruti Suzuki,4.2,9.4k,28.2k,772,768
466,DXC Technology,3.6,11.8k,73k,891,256
467,HDFC Life,3.9,11.8k,32.7k,783,107
468,Bandhan Bank,3.7,10.8k,24.8k,742,41
469,Digitide Solutions,3.5,10.2k,26.2k,563,330
470,Mphasis,3.3,10.1k,73.4k,921,74
471,Yes Bank,3.6,10k,43.1k,549,189
472,Tata Steel,4.0,9.8k,34k,1.1k,--
473,Quess,3.8,9.5k,30.9k,536,40
474,Maruti Suzuki,4.2,9.4k,28.2k,772,768
475,Asian Paints,3.9,9.4k,25.6k,841,70
476,DXC Technology,3.6,11.8k,73k,891,256
477,HDFC Life,3.9,11.8k,32.7k,783,107
478,Bandhan Bank,3.7,10.8k,24.8k,742,41
479,Digitide Solutions,3.5,10.2k,26.2k,563,330
480,Mphasis,3.3,10.1k,73.4k,921,74
481,Yes Bank,3.6,10k,43.1k,549,189
482,Tata Steel,4.0,9.8k,34k,1.1k,--
483,Quess,3.8,9.5k,30.9k,536,40
484,Maruti Suzuki,4.2,9.4k,28.2k,772,768
485,Asian Paints,3.9,9.4k,25.6k,841,70
486,Startek,3.1,9.3k,24.3k,627,169
487,DXC Technology,3.6,11.8k,73k,891,256
488,HDFC Life,3.9,11.8k,32.7k,783,107
489,Bandhan Bank,3.7,10.8k,24.8k,742,41
490,Digitide Solutions,3.5,10.2k,26.2k,563,330
491,Mphasis,3.3,10.1k,73.4k,921,74
492,Yes Bank,3.6,10k,43.1k,549,189
493,Tata Steel,4.0,9.8k,34k,1.1k,--
494,Quess,3.8,9.5k,30.9k,536,40
495,Maruti Suzuki,4.2,9.4k,28.2k,772,768
496,Asian Paints,3.9,9.4k,25.6k,841,70
497,Startek,3.1,9.3k,24.3k,627,169
498,UltraTech Cement,4.1,9.2k,23.8k,789,31
499,DXC Technology,3.6,11.8k,73k,891,256
500,HDFC Life,3.9,11.8k,32.7k,783,107
501,Bandhan Bank,3.7,10.8k,24.8k,742,41
502,Digitide Solutions,3.5,10.2k,26.2k,563,330
503,Mphasis,3.3,10.1k,73.4k,921,74
504,Yes Bank,3.6,10k,43.1k,549,189
505,Tata Steel,4.0,9.8k,34k,1.1k,--
506,Quess,3.8,9.5k,30.9k,536,40
507,Maruti Suzuki,4.2,9.4k,28.2k,772,768
508,Asian Paints,3.9,9.4k,25.6k,841,70
509,Startek,3.1,9.3k,24.3k,627,169
510,UltraTech Cement,4.1,9.2k,23.8k,789,31
511,Paytm,3.2,9.2k,34.1k,886,838
512,DXC Technology,3.6,11.8k,73k,891,256
513,HDFC Life,3.9,11.8k,32.7k,783,107
514,Bandhan Bank,3.7,10.8k,24.8k,742,41
515,Digitide Solutions,3.5,10.2k,26.2k,563,330
516,Mphasis,3.3,10.1k,73.4k,921,74
517,Yes Bank,3.6,10k,43.1k,549,189
518,Tata Steel,4.0,9.8k,34k,1.1k,--
519,Quess,3.8,9.5k,30.9k,536,40
520,Maruti Suzuki,4.2,9.4k,28.2k,772,768
521,Asian Paints,3.9,9.4k,25.6k,841,70
522,Startek,3.1,9.3k,24.3k,627,169
523,UltraTech Cement,4.1,9.2k,23.8k,789,31
524,Paytm,3.2,9.2k,34.1k,886,838
525,Shriram Finance,4.0,9k,14.9k,443,14
526,DXC Technology,3.6,11.8k,73k,891,256
527,HDFC Life,3.9,11.8k,32.7k,783,107
528,Bandhan Bank,3.7,10.8k,24.8k,742,41
529,Digitide Solutions,3.5,10.2k,26.2k,563,330
530,Mphasis,3.3,10.1k,73.4k,921,74
531,Yes Bank,3.6,10k,43.1k,549,189
532,Tata Steel,4.0,9.8k,34k,1.1k,--
533,Quess,3.8,9.5k,30.9k,536,40
534,Maruti Suzuki,4.2,9.4k,28.2k,772,768
535,Asian Paints,3.9,9.4k,25.6k,841,70
536,Startek,3.1,9.3k,24.3k,627,169
537,UltraTech Cement,4.1,9.2k,23.8k,789,31
538,Paytm,3.2,9.2k,34.1k,886,838
539,Shriram Finance,4.0,9k,14.9k,443,14
540,Bajaj Finance,3.9,9k,22.6k,433,6.5k
541,DXC Technology,3.6,11.8k,73k,891,256
542,HDFC Life,3.9,11.8k,32.7k,783,107
543,Bandhan Bank,3.7,10.8k,24.8k,742,41
544,Digitide Solutions,3.5,10.2k,26.2k,563,330
545,Mphasis,3.3,10.1k,73.4k,921,74
546,Yes Bank,3.6,10k,43.1k,549,189
547,Tata Steel,4.0,9.8k,34k,1.1k,--
548,Quess,3.8,9.5k,30.9k,536,40
549,Maruti Suzuki,4.2,9.4k,28.2k,772,768
550,Asian Paints,3.9,9.4k,25.6k,841,70
551,Startek,3.1,9.3k,24.3k,627,169
552,UltraTech Cement,4.1,9.2k,23.8k,789,31
553,Paytm,3.2,9.2k,34.1k,886,838
554,Shriram Finance,4.0,9k,14.9k,443,14
555,Bajaj Finance,3.9,9k,22.6k,433,6.5k
556,Sutherland Global Services,3.4,8.8k,34.8k,782,263
557,DXC Technology,3.6,11.8k,73k,891,256
558,HDFC Life,3.9,11.8k,32.7k,783,107
559,Bandhan Bank,3.7,10.8k,24.8k,742,41
560,Digitide Solutions,3.5,10.2k,26.2k,563,330
561,Mphasis,3.3,10.1k,73.4k,921,74
562,Yes Bank,3.6,10k,43.1k,549,189
563,Tata Steel,4.0,9.8k,34k,1.1k,--
564,Quess,3.8,9.5k,30.9k,536,40
565,Maruti Suzuki,4.2,9.4k,28.2k,772,768
566,Asian Paints,3.9,9.4k,25.6k,841,70
567,Startek,3.1,9.3k,24.3k,627,169
568,UltraTech Cement,4.1,9.2k,23.8k,789,31
569,Paytm,3.2,9.2k,34.1k,886,838
570,Shriram Finance,4.0,9k,14.9k,443,14
571,Bajaj Finance,3.9,9k,22.6k,433,6.5k
572,Sutherland Global Services,3.4,8.8k,34.8k,782,263
573,Equitas Small Finance Bank,4.4,8.8k,13.4k,1k,25
574,DXC Technology,3.6,11.8k,73k,891,256
575,HDFC Life,3.9,11.8k,32.7k,783,107
576,Bandhan Bank,3.7,10.8k,24.8k,742,41
577,Digitide Solutions,3.5,10.2k,26.2k,563,330
578,Mphasis,3.3,10.1k,73.4k,921,74
579,Yes Bank,3.6,10k,43.1k,549,189
580,Tata Steel,4.0,9.8k,34k,1.1k,--
581,Quess,3.8,9.5k,30.9k,536,40
582,Maruti Suzuki,4.2,9.4k,28.2k,772,768
583,Asian Paints,3.9,9.4k,25.6k,841,70
584,Startek,3.1,9.3k,24.3k,627,169
585,UltraTech Cement,4.1,9.2k,23.8k,789,31
586,Paytm,3.2,9.2k,34.1k,886,838
587,Shriram Finance,4.0,9k,14.9k,443,14
588,Bajaj Finance,3.9,9k,22.6k,433,6.5k
589,Sutherland Global Services,3.4,8.8k,34.8k,782,263
590,Equitas Small Finance Bank,4.4,8.8k,13.4k,1k,25
591,Cipla,4.1,8.5k,26.1k,591,77
592,DXC Technology,3.6,11.8k,73k,891,256
593,HDFC Life,3.9,11.8k,32.7k,783,107
594,Bandhan Bank,3.7,10.8k,24.8k,742,41
595,Digitide Solutions,3.5,10.2k,26.2k,563,330
596,Mphasis,3.3,10.1k,73.4k,921,74
597,Yes Bank,3.6,10k,43.1k,549,189
598,Tata Steel,4.0,9.8k,34k,1.1k,--
599,Quess,3.8,9.5k,30.9k,536,40
600,Maruti Suzuki,4.2,9.4k,28.2k,772,768
601,Asian Paints,3.9,9.4k,25.6k,841,70
602,Startek,3.1,9.3k,24.3k,627,169
603,UltraTech Cement,4.1,9.2k,23.8k,789,31
604,Paytm,3.2,9.2k,34.1k,886,838
605,Shriram Finance,4.0,9k,14.9k,443,14
606,Bajaj Finance,3.9,9k,22.6k,433,6.5k
607,Sutherland Global Services,3.4,8.8k,34.8k,782,263
608,Equitas Small Finance Bank,4.4,8.8k,13.4k,1k,25
609,Cipla,4.1,8.5k,26.1k,591,77
610,EXL Service,3.6,8.4k,44.2k,897,1.6k
611,DXC Technology,3.6,11.8k,73k,891,256
612,HDFC Life,3.9,11.8k,32.7k,783,107
613,Bandhan Bank,3.7,10.8k,24.8k,742,41
614,Digitide Solutions,3.5,10.2k,26.2k,563,330
615,Mphasis,3.3,10.1k,73.4k,921,74
616,Yes Bank,3.6,10k,43.1k,549,189
617,Tata Steel,4.0,9.8k,34k,1.1k,--
618,Quess,3.8,9.5k,30.9k,536,40
619,Maruti Suzuki,4.2,9.4k,28.2k,772,768
620,Asian Paints,3.9,9.4k,25.6k,841,70
621,Startek,3.1,9.3k,24.3k,627,169
622,UltraTech Cement,4.1,9.2k,23.8k,789,31
623,Paytm,3.2,9.2k,34.1k,886,838
624,Shriram Finance,4.0,9k,14.9k,443,14
625,Bajaj Finance,3.9,9k,22.6k,433,6.5k
626,Sutherland Global Services,3.4,8.8k,34.8k,782,263
627,Equitas Small Finance Bank,4.4,8.8k,13.4k,1k,25
628,Cipla,4.1,8.5k,26.1k,591,77
629,EXL Service,3.6,8.4k,44.2k,897,1.6k
630,Wells Fargo,3.7,8.4k,55.8k,682,265
631,Ericsson,3.9,8.3k,42.3k,471,42
632,Ericsson,3.9,8.3k,42.3k,471,42
633,Samsung,3.9,8.3k,26.5k,623,17
634,Ericsson,3.9,8.3k,42.3k,471,42
635,Samsung,3.9,8.3k,26.5k,623,17
636,Dr. Reddy's,4.0,8.1k,26k,505,10
637,Ericsson,3.9,8.3k,42.3k,471,42
638,Samsung,3.9,8.3k,26.5k,623,17
639,Dr. Reddy's,4.0,8.1k,26k,505,10
640,Optum Global Solutions,4.0,7.8k,48.7k,758,190
641,Ericsson,3.9,8.3k,42.3k,471,42
642,Samsung,3.9,8.3k,26.5k,623,17
643,Dr. Reddy's,4.0,8.1k,26k,505,10
644,Optum Global Solutions,4.0,7.8k,48.7k,758,190
645,Delhivery,3.8,7.7k,21.1k,605,180
646,Ericsson,3.9,8.3k,42.3k,471,42
647,Samsung,3.9,8.3k,26.5k,623,17
648,Dr. Reddy's,4.0,8.1k,26k,505,10
649,Optum Global Solutions,4.0,7.8k,48.7k,758,190
650,Delhivery,3.8,7.7k,21.1k,605,180
651,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
652,Ericsson,3.9,8.3k,42.3k,471,42
653,Samsung,3.9,8.3k,26.5k,623,17
654,Dr. Reddy's,4.0,8.1k,26k,505,10
655,Optum Global Solutions,4.0,7.8k,48.7k,758,190
656,Delhivery,3.8,7.7k,21.1k,605,180
657,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
658,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
659,Ericsson,3.9,8.3k,42.3k,471,42
660,Samsung,3.9,8.3k,26.5k,623,17
661,Dr. Reddy's,4.0,8.1k,26k,505,10
662,Optum Global Solutions,4.0,7.8k,48.7k,758,190
663,Delhivery,3.8,7.7k,21.1k,605,180
664,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
665,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
666,JSW Steel,3.9,7.6k,30.9k,804,107
667,Ericsson,3.9,8.3k,42.3k,471,42
668,Samsung,3.9,8.3k,26.5k,623,17
669,Dr. Reddy's,4.0,8.1k,26k,505,10
670,Optum Global Solutions,4.0,7.8k,48.7k,758,190
671,Delhivery,3.8,7.7k,21.1k,605,180
672,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
673,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
674,JSW Steel,3.9,7.6k,30.9k,804,107
675,HGS,3.7,7.5k,20.8k,274,34
676,Ericsson,3.9,8.3k,42.3k,471,42
677,Samsung,3.9,8.3k,26.5k,623,17
678,Dr. Reddy's,4.0,8.1k,26k,505,10
679,Optum Global Solutions,4.0,7.8k,48.7k,758,190
680,Delhivery,3.8,7.7k,21.1k,605,180
681,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
682,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
683,JSW Steel,3.9,7.6k,30.9k,804,107
684,HGS,3.7,7.5k,20.8k,274,34
685,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
686,Ericsson,3.9,8.3k,42.3k,471,42
687,Samsung,3.9,8.3k,26.5k,623,17
688,Dr. Reddy's,4.0,8.1k,26k,505,10
689,Optum Global Solutions,4.0,7.8k,48.7k,758,190
690,Delhivery,3.8,7.7k,21.1k,605,180
691,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
692,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
693,JSW Steel,3.9,7.6k,30.9k,804,107
694,HGS,3.7,7.5k,20.8k,274,34
695,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
696,Hexaware Technologies,3.4,7.5k,53.5k,820,431
697,Ericsson,3.9,8.3k,42.3k,471,42
698,Samsung,3.9,8.3k,26.5k,623,17
699,Dr. Reddy's,4.0,8.1k,26k,505,10
700,Optum Global Solutions,4.0,7.8k,48.7k,758,190
701,Delhivery,3.8,7.7k,21.1k,605,180
702,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
703,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
704,JSW Steel,3.9,7.6k,30.9k,804,107
705,HGS,3.7,7.5k,20.8k,274,34
706,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
707,Hexaware Technologies,3.4,7.5k,53.5k,820,431
708,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
709,Ericsson,3.9,8.3k,42.3k,471,42
710,Samsung,3.9,8.3k,26.5k,623,17
711,Dr. Reddy's,4.0,8.1k,26k,505,10
712,Optum Global Solutions,4.0,7.8k,48.7k,758,190
713,Delhivery,3.8,7.7k,21.1k,605,180
714,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
715,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
716,JSW Steel,3.9,7.6k,30.9k,804,107
717,HGS,3.7,7.5k,20.8k,274,34
718,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
719,Hexaware Technologies,3.4,7.5k,53.5k,820,431
720,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
721,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
722,Ericsson,3.9,8.3k,42.3k,471,42
723,Samsung,3.9,8.3k,26.5k,623,17
724,Dr. Reddy's,4.0,8.1k,26k,505,10
725,Optum Global Solutions,4.0,7.8k,48.7k,758,190
726,Delhivery,3.8,7.7k,21.1k,605,180
727,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
728,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
729,JSW Steel,3.9,7.6k,30.9k,804,107
730,HGS,3.7,7.5k,20.8k,274,34
731,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
732,Hexaware Technologies,3.4,7.5k,53.5k,820,431
733,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
734,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
735,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
736,Ericsson,3.9,8.3k,42.3k,471,42
737,Samsung,3.9,8.3k,26.5k,623,17
738,Dr. Reddy's,4.0,8.1k,26k,505,10
739,Optum Global Solutions,4.0,7.8k,48.7k,758,190
740,Delhivery,3.8,7.7k,21.1k,605,180
741,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
742,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
743,JSW Steel,3.9,7.6k,30.9k,804,107
744,HGS,3.7,7.5k,20.8k,274,34
745,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
746,Hexaware Technologies,3.4,7.5k,53.5k,820,431
747,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
748,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
749,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
750,Lupin,4.1,7.3k,22.7k,442,52
751,Ericsson,3.9,8.3k,42.3k,471,42
752,Samsung,3.9,8.3k,26.5k,623,17
753,Dr. Reddy's,4.0,8.1k,26k,505,10
754,Optum Global Solutions,4.0,7.8k,48.7k,758,190
755,Delhivery,3.8,7.7k,21.1k,605,180
756,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
757,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
758,JSW Steel,3.9,7.6k,30.9k,804,107
759,HGS,3.7,7.5k,20.8k,274,34
760,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
761,Hexaware Technologies,3.4,7.5k,53.5k,820,431
762,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
763,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
764,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
765,Lupin,4.1,7.3k,22.7k,442,52
766,Ekart Logistics,3.9,7.2k,16k,406,--
767,Ericsson,3.9,8.3k,42.3k,471,42
768,Samsung,3.9,8.3k,26.5k,623,17
769,Dr. Reddy's,4.0,8.1k,26k,505,10
770,Optum Global Solutions,4.0,7.8k,48.7k,758,190
771,Delhivery,3.8,7.7k,21.1k,605,180
772,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
773,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
774,JSW Steel,3.9,7.6k,30.9k,804,107
775,HGS,3.7,7.5k,20.8k,274,34
776,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
777,Hexaware Technologies,3.4,7.5k,53.5k,820,431
778,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
779,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
780,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
781,Lupin,4.1,7.3k,22.7k,442,52
782,Ekart Logistics,3.9,7.2k,16k,406,--
783,L&T Construction,4.0,7.2k,19.2k,946,--
784,Ericsson,3.9,8.3k,42.3k,471,42
785,Samsung,3.9,8.3k,26.5k,623,17
786,Dr. Reddy's,4.0,8.1k,26k,505,10
787,Optum Global Solutions,4.0,7.8k,48.7k,758,190
788,Delhivery,3.8,7.7k,21.1k,605,180
789,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
790,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
791,JSW Steel,3.9,7.6k,30.9k,804,107
792,HGS,3.7,7.5k,20.8k,274,34
793,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
794,Hexaware Technologies,3.4,7.5k,53.5k,820,431
795,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
796,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
797,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
798,Lupin,4.1,7.3k,22.7k,442,52
799,Ekart Logistics,3.9,7.2k,16k,406,--
800,L&T Construction,4.0,7.2k,19.2k,946,--
801,Zydus Lifesciences,3.9,7.2k,20k,423,23
802,Ericsson,3.9,8.3k,42.3k,471,42
803,Samsung,3.9,8.3k,26.5k,623,17
804,Dr. Reddy's,4.0,8.1k,26k,505,10
805,Optum Global Solutions,4.0,7.8k,48.7k,758,190
806,Delhivery,3.8,7.7k,21.1k,605,180
807,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
808,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
809,JSW Steel,3.9,7.6k,30.9k,804,107
810,HGS,3.7,7.5k,20.8k,274,34
811,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
812,Hexaware Technologies,3.4,7.5k,53.5k,820,431
813,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
814,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
815,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
816,Lupin,4.1,7.3k,22.7k,442,52
817,Ekart Logistics,3.9,7.2k,16k,406,--
818,L&T Construction,4.0,7.2k,19.2k,946,--
819,Zydus Lifesciences,3.9,7.2k,20k,423,23
820,Hindustan Unilever,4.2,7.1k,20k,465,51
821,Ericsson,3.9,8.3k,42.3k,471,42
822,Samsung,3.9,8.3k,26.5k,623,17
823,Dr. Reddy's,4.0,8.1k,26k,505,10
824,Optum Global Solutions,4.0,7.8k,48.7k,758,190
825,Delhivery,3.8,7.7k,21.1k,605,180
826,JPMorgan Chase & Co.,3.8,7.7k,86.2k,865,1.7k
827,ICICI Prudential Life Insurance,3.9,7.6k,23.1k,476,247
828,JSW Steel,3.9,7.6k,30.9k,804,107
829,HGS,3.7,7.5k,20.8k,274,34
830,Jana Small Finance Bank,3.8,7.5k,14.2k,305,38
831,Hexaware Technologies,3.4,7.5k,53.5k,820,431
832,Ujjivan Small Finance Bank,4.0,7.5k,12.9k,317,182
833,Sun Pharmaceutical Industries,4.1,7.5k,23.6k,662,377
834,Amazon Development Centre India,3.8,7.4k,38.6k,882,6
835,Lupin,4.1,7.3k,22.7k,442,52
836,Ekart Logistics,3.9,7.2k,16k,406,--
837,L&T Construction,4.0,7.2k,19.2k,946,--
838,Zydus Lifesciences,3.9,7.2k,20k,423,23
839,Hindustan Unilever,4.2,7.1k,20k,465,51
840,KPMG India,3.4,7.1k,65.3k,925,103
841,ITC,3.9,7k,24.6k,690,81
842,ITC,3.9,7k,24.6k,690,81
843,Axis Max Life Insurance,4.0,7k,20.1k,405,206
844,ITC,3.9,7k,24.6k,690,81
845,Axis Max Life Insurance,4.0,7k,20.1k,405,206
846,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
847,ITC,3.9,7k,24.6k,690,81
848,Axis Max Life Insurance,4.0,7k,20.1k,405,206
849,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
850,Tata Projects,4.2,6.7k,22.3k,594,49
851,ITC,3.9,7k,24.6k,690,81
852,Axis Max Life Insurance,4.0,7k,20.1k,405,206
853,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
854,Tata Projects,4.2,6.7k,22.3k,594,49
855,Coforge,3.3,6.6k,49.1k,706,173
856,ITC,3.9,7k,24.6k,690,81
857,Axis Max Life Insurance,4.0,7k,20.1k,405,206
858,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
859,Tata Projects,4.2,6.7k,22.3k,594,49
860,Coforge,3.3,6.6k,49.1k,706,173
861,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
862,ITC,3.9,7k,24.6k,690,81
863,Axis Max Life Insurance,4.0,7k,20.1k,405,206
864,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
865,Tata Projects,4.2,6.7k,22.3k,594,49
866,Coforge,3.3,6.6k,49.1k,706,173
867,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
868,L&T Technology Services,3.1,6.5k,42.9k,628,--
869,ITC,3.9,7k,24.6k,690,81
870,Axis Max Life Insurance,4.0,7k,20.1k,405,206
871,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
872,Tata Projects,4.2,6.7k,22.3k,594,49
873,Coforge,3.3,6.6k,49.1k,706,173
874,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
875,L&T Technology Services,3.1,6.5k,42.9k,628,--
876,FIS,3.8,6.4k,38.6k,533,131
877,ITC,3.9,7k,24.6k,690,81
878,Axis Max Life Insurance,4.0,7k,20.1k,405,206
879,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
880,Tata Projects,4.2,6.7k,22.3k,594,49
881,Coforge,3.3,6.6k,49.1k,706,173
882,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
883,L&T Technology Services,3.1,6.5k,42.9k,628,--
884,FIS,3.8,6.4k,38.6k,533,131
885,Cholamandalam Investment & Finance,3.8,6.4k,12.4k,282,30
886,ITC,3.9,7k,24.6k,690,81
887,Axis Max Life Insurance,4.0,7k,20.1k,405,206
888,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
889,Tata Projects,4.2,6.7k,22.3k,594,49
890,Coforge,3.3,6.6k,49.1k,706,173
891,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
892,L&T Technology Services,3.1,6.5k,42.9k,628,--
893,FIS,3.8,6.4k,38.6k,533,131
894,Cholamandalam Investment & Finance,3.8,6.4k,12.4k,282,30
895,Oracle,3.5,6.3k,62.9k,947,913
896,ITC,3.9,7k,24.6k,690,81
897,Axis Max Life Insurance,4.0,7k,20.1k,405,206
898,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
899,Tata Projects,4.2,6.7k,22.3k,594,49
900,Coforge,3.3,6.6k,49.1k,706,173
901,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
902,L&T Technology Services,3.1,6.5k,42.9k,628,--
903,FIS,3.8,6.4k,38.6k,533,131
904,Cholamandalam Investment & Finance,3.8,6.4k,12.4k,282,30
905,Oracle,3.5,6.3k,62.9k,947,913
906,IIFL Finance,4.0,6.3k,14.2k,324,63
907,ITC,3.9,7k,24.6k,690,81
908,Axis Max Life Insurance,4.0,7k,20.1k,405,206
909,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
910,Tata Projects,4.2,6.7k,22.3k,594,49
911,Coforge,3.3,6.6k,49.1k,706,173
912,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
913,L&T Technology Services,3.1,6.5k,42.9k,628,--
914,FIS,3.8,6.4k,38.6k,533,131
915,Cholamandalam Investment & Finance,3.8,6.4k,12.4k,282,30
916,Oracle,3.5,6.3k,62.9k,947,913
917,IIFL Finance,4.0,6.3k,14.2k,324,63
918,Omega Healthcare,3.8,6.3k,26.5k,547,141
919,ITC,3.9,7k,24.6k,690,81
920,Axis Max Life Insurance,4.0,7k,20.1k,405,206
921,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
922,Tata Projects,4.2,6.7k,22.3k,594,49
923,Coforge,3.3,6.6k,49.1k,706,173
924,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
925,L&T Technology Services,3.1,6.5k,42.9k,628,--
926,FIS,3.8,6.4k,38.6k,533,131
927,Cholamandalam Investment & Finance,3.8,6.4k,12.4k,282,30
928,Oracle,3.5,6.3k,62.9k,947,913
929,IIFL Finance,4.0,6.3k,14.2k,324,63
930,Omega Healthcare,3.8,6.3k,26.5k,547,141
931,Muthoot Finance,3.7,6.3k,13k,350,112
932,ITC,3.9,7k,24.6k,690,81
933,Axis Max Life Insurance,4.0,7k,20.1k,405,206
934,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
935,Tata Projects,4.2,6.7k,22.3k,594,49
936,Coforge,3.3,6.6k,49.1k,706,173
937,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
938,L&T Technology Services,3.1,6.5k,42.9k,628,--
939,FIS,3.8,6.4k,38.6k,533,131
940,Cholamandalam Investment & Finance,3.8,6.4k,12.4k,282,30
941,Oracle,3.5,6.3k,62.9k,947,913
942,IIFL Finance,4.0,6.3k,14.2k,324,63
943,Omega Healthcare,3.8,6.3k,26.5k,547,141
944,Muthoot Finance,3.7,6.3k,13k,350,112
945,JLL,4.1,6.2k,24.3k,482,328
946,ITC,3.9,7k,24.6k,690,81
947,Axis Max Life Insurance,4.0,7k,20.1k,405,206
948,Megha Engineering & Infrastructures,3.9,6.8k,18.6k,564,69
949,Tata Projects,4.2,6.7k,22.3k,594,49
950,Coforge,3.3,6.6k,49.1k,706,173
951,Bajaj Life Insurance,3.8,6.5k,17.1k,443,65
952,L&T Technology Services,3.1,6.5k,42.9k,628,--
953,FIS,3.8,6.4k,38.6k,533,131
